,Case1,Case2,Case3,Case4,Case5,Case6,Case7,Case8,Case9,Case10,Case11,Case12,Case13,Case14,Case15,Case16,Case17,Case18,Case19,Case20,Case21,Case22,Case23,Case24,Case25,Case26,Case27,Case28,Case29,Case30,Case31,Case32,Case33,Case34,Case35,Case36,Case37,Case38,Case39,Case40,Case41,Case42,Case43,Case44,Case45,Case46,Case47,Case48,Case49,Case50,Case51,Case52,Case53,Case54,Case55,Case56,Case57,Case58,Case59,Case60,Case61,Case62,Case63,Case64,Case65,Case66,Case67,Case68,Case69,Case70,Case71,Case72,Case73,Case74,Case75,Case76,Case77,Case78,Case79,Case80,Case81,Case82,Case83,Case84,Case85,Case86,Case87,Case88,Case89,Case90,Case91,Case92,Case93,Case94,Case95,Case96,Case97,Case98,Case99,Case100,Case101,Case102,Case103,Case104,Case105,Case106,Case107,Case108,Case109,Case110,Case111,Case112,Case113,Case114,Case115,Case116,Case117,Case118,Case119,Case120,Case121
TENM3,0,0,0.185695338,0.185695338,0,0,0.185695338,0,0,0.185695338,0,0.185695338,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0,0,0,0.185695338,0,0,0.185695338,0.185695338,0.185695338,0,0.185695338,0,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0,0,0.185695338,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0,0.185695338,0.185695338,0,0,0,0,0.185695338,0,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0,0,0.185695338,0.185695338,0.185695338
UNC13C,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0.242535625,0.242535625,0,0,0,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0,0,0,0,0,0,0,0.242535625,0,0,0,0,0.242535625,0.242535625,0,0,0,0,0,0,0.242535625,0.242535625,0,0,0,0.242535625,0,0,0,0,0,0,0.242535625,0.242535625
SMAD4,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0,0.204124145,0,0,0,0.204124145,0.204124145,0.204124145,0.204124145,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0,0,0.204124145,0,0,0.204124145,0,0,0,0,0.204124145,0.204124145,0,0.204124145,0,0.204124145,0,0,0,0,0,0.204124145,0
HYDIN,0,0,0,0.208514414,0,0,0.208514414,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0.208514414,0,0,0,0,0,0,0.208514414,0,0,0,0.208514414,0,0,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0.208514414,0,0,0,0.208514414,0,0.208514414,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0.208514414,0,0,0,0.208514414,0,0,0,0,0,0.208514414,0,0,0.208514414,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0.208514414,0,0,0,0,0,0.208514414,0.208514414
TRPS1,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0.23570226,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0.23570226,0.23570226,0.23570226,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0.23570226,0,0,0,0.23570226,0,0,0,0,0,0,0.23570226,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0.23570226,0,0,0,0,0,0,0.23570226,0.23570226
PCDHA9,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0.208514414,0,0,0,0.208514414,0,0,0,0.208514414,0,0,0,0,0,0.208514414,0.208514414,0,0,0,0.208514414,0,0,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0.208514414,0.208514414,0,0,0.208514414,0,0,0.208514414,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0.208514414,0,0.208514414,0,0,0,0,0,0,0,0,0.208514414,0.208514414
SSPO,0,0,0,0.19245009,0,0.19245009,0,0.19245009,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0.19245009,0,0.19245009,0,0.19245009,0,0,0,0,0.19245009,0.19245009,0.19245009,0.19245009,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0.19245009,0.19245009,0,0.19245009,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0.19245009,0,0,0.19245009,0,0.19245009,0,0.19245009,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0.19245009,0.19245009,0.19245009
PCDH17,0,0.213200716,0.213200716,0,0,0,0,0.213200716,0,0.213200716,0,0.213200716,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0.213200716,0,0.213200716,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0.213200716,0,0,0,0,0,0,0.213200716,0,0,0.213200716,0,0,0.213200716,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0.213200716,0,0,0.213200716,0,0,0,0,0,0.213200716,0,0,0,0,0,0,0,0,0,0,0,0.213200716
AHNAK2,0.182574186,0,0.182574186,0.182574186,0,0,0,0,0,0.182574186,0,0.182574186,0,0,0.182574186,0.182574186,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574186,0.182574186,0,0,0.182574186,0,0,0,0,0.182574186,0,0.182574186,0.182574186,0,0,0,0,0,0.182574186,0,0.182574186,0,0.182574186,0,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0.182574186,0.182574186,0,0,0,0.182574186,0,0.182574186,0,0,0,0,0.182574186,0,0.182574186,0,0,0,0,0.182574186,0.182574186,0,0.182574186,0,0,0,0,0,0,0,0,0.182574186,0.182574186
FREM2,0.204124145,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0,0.204124145,0.204124145,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0,0,0.204124145,0,0.204124145,0.204124145,0.204124145,0,0,0,0.204124145,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0.204124145,0.204124145
DNAH10,0,0,0,0.196116135,0,0,0,0,0,0,0.196116135,0,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0.196116135,0,0,0,0.196116135,0,0,0.196116135,0,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0.196116135,0,0.196116135,0,0,0,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0.196116135,0,0,0,0.196116135,0,0,0.196116135,0.196116135,0.196116135,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0,0,0,0,0.196116135,0.196116135
HERC2,0,0,0.179605302,0,0.179605302,0,0.179605302,0,0,0.179605302,0,0,0,0.179605302,0.179605302,0,0,0,0,0,0,0,0,0,0,0,0,0.179605302,0.179605302,0,0,0.179605302,0.179605302,0,0,0,0,0,0,0,0,0.179605302,0,0,0,0,0.179605302,0,0,0,0,0.179605302,0,0,0,0,0,0,0,0.179605302,0.179605302,0.179605302,0,0,0.179605302,0,0.179605302,0,0,0,0,0,0,0,0,0.179605302,0.179605302,0.179605302,0,0,0,0.179605302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179605302,0,0,0,0.179605302,0.179605302,0,0.179605302,0,0,0,0,0.179605302,0.179605302,0,0,0,0,0,0,0.179605302,0,0,0,0.179605302,0.179605302
NBEA,0.21821789,0,0,0.21821789,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0.21821789,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0.21821789,0,0,0,0.21821789,0,0,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0.21821789,0.21821789,0.21821789,0.21821789
PCDH11X,0,0,0.21821789,0,0,0,0.21821789,0,0,0,0,0.21821789,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0,0.21821789,0.21821789,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0,0.21821789,0.21821789,0
MDN1,0,0,0,0.185695338,0.185695338,0.185695338,0,0,0,0.185695338,0,0.185695338,0,0,0.185695338,0,0,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0,0,0,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0.185695338,0,0,0.185695338,0,0,0,0,0,0.185695338,0,0.185695338,0,0,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0.185695338,0,0,0.185695338,0,0,0,0.185695338,0.185695338,0.185695338,0.185695338,0,0,0,0,0,0.185695338,0,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0.185695338
TNXB,0,0.204124145,0.204124145,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0.204124145,0,0.204124145,0,0,0,0.204124145,0,0,0,0.204124145,0,0.204124145,0,0,0.204124145,0,0,0,0,0.204124145,0.204124145,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0.204124145,0
DNAH8,0,0.204124145,0,0.204124145,0,0,0,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0,0.204124145,0,0.204124145,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0.204124145
DNAH3,0,0,0.188982237,0,0.188982237,0.188982237,0,0,0,0,0,0,0,0,0.188982237,0,0,0.188982237,0.188982237,0,0,0,0.188982237,0,0,0,0.188982237,0,0.188982237,0,0.188982237,0,0,0,0,0.188982237,0,0.188982237,0.188982237,0,0.188982237,0,0,0,0,0,0.188982237,0,0,0.188982237,0,0,0,0,0,0.188982237,0.188982237,0.188982237,0,0,0.188982237,0,0,0,0.188982237,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0.188982237,0.188982237,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0.188982237,0.188982237
ROBO1,0,0.196116135,0.196116135,0,0,0,0.196116135,0.196116135,0,0,0,0.196116135,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0.196116135,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0.196116135,0,0,0,0.196116135,0.196116135,0.196116135,0,0.196116135,0,0,0.196116135,0,0.196116135,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0,0,0,0.196116135,0.196116135,0.196116135
VPS13B,0,0,0.19245009,0,0.19245009,0.19245009,0.19245009,0,0,0,0,0.19245009,0,0.19245009,0.19245009,0.19245009,0,0,0,0,0,0.19245009,0,0,0,0,0,0.19245009,0.19245009,0,0.19245009,0,0.19245009,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0.19245009,0,0.19245009,0,0,0,0,0,0.19245009,0,0,0.19245009,0,0,0.19245009,0,0,0,0.19245009,0,0.19245009,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0.19245009,0,0,0,0,0,0,0.19245009,0
RIMS1,0,0,0,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0.185695338,0.185695338,0,0,0.185695338,0,0,0,0.185695338,0,0,0,0,0,0.185695338,0.185695338,0.185695338,0.185695338,0,0.185695338,0,0,0,0,0.185695338,0.185695338,0,0.185695338,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0,0,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0,0,0,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0.185695338,0,0.185695338,0,0,0,0,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0,0,0.185695338,0.185695338,0.185695338
NRXN1,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0.229415734,0.229415734,0,0,0.229415734,0,0,0,0,0,0.229415734,0,0,0,0.229415734,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0.229415734,0,0,0,0,0,0.229415734,0,0,0.229415734,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0.229415734,0,0,0.229415734,0,0,0,0,0,0,0.229415734,0,0,0,0.229415734,0.229415734
AMER1,0,0,0,0,0,0,0.23570226,0,0.23570226,0.23570226,0,0,0.23570226,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0.23570226,0.23570226,0,0,0,0.23570226,0.23570226,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23570226,0,0,0,0,0,0.23570226,0.23570226,0,0,0,0,0,0.23570226,0,0,0.23570226,0,0.23570226,0
DYNC2H1,0,0,0.21821789,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0.21821789,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0.21821789,0.21821789,0,0,0.21821789,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0.21821789,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0.21821789,0,0,0,0,0,0,0,0,0,0.21821789,0.21821789,0.21821789
RELN,0,0.182574186,0.182574186,0,0,0,0,0,0,0,0.182574186,0.182574186,0.182574186,0.182574186,0.182574186,0,0.182574186,0,0,0,0,0,0,0,0,0.182574186,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0.182574186,0,0,0.182574186,0,0,0.182574186,0.182574186,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0.182574186,0.182574186,0,0,0.182574186,0,0,0,0,0.182574186,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574186,0,0,0,0,0.182574186,0,0,0.182574186,0,0,0.182574186,0,0.182574186,0.182574186,0,0,0,0,0,0,0.182574186,0,0,0,0.182574186,0.182574186
XKR4,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0.204124145,0,0,0,0,0,0.204124145,0,0,0,0.204124145,0.204124145,0,0.204124145,0,0.204124145,0,0,0,0,0,0,0.204124145,0,0,0.204124145,0,0.204124145,0,0,0.204124145,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145,0,0,0,0,0.204124145
RNF213,0.185695338,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0.185695338,0,0.185695338,0,0,0,0,0,0,0,0.185695338,0,0,0,0,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0.185695338,0,0.185695338,0.185695338,0,0.185695338,0,0,0,0.185695338,0,0.185695338,0.185695338,0,0,0,0,0,0.185695338,0,0.185695338,0,0,0,0,0,0,0,0.185695338,0.185695338,0,0.185695338,0,0,0,0,0.185695338,0,0,0.185695338,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0,0,0.185695338,0,0,0,0.185695338,0.185695338
MYCBP2,0.185695338,0,0.185695338,0.185695338,0,0.185695338,0,0,0,0.185695338,0,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0,0.185695338,0,0.185695338,0,0.185695338,0,0,0.185695338,0,0,0,0,0.185695338,0,0.185695338,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0,0.185695338,0,0,0,0,0.185695338,0,0.185695338,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0,0,0.185695338,0,0,0,0.185695338,0.185695338,0.185695338,0,0,0,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0.185695338,0,0,0
SYNE2,0,0,0.208514414,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0.208514414,0,0,0,0,0.208514414,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0.208514414,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0.208514414,0,0.208514414,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0.208514414,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0.208514414,0,0,0,0,0,0,0.208514414,0,0,0.208514414,0.208514414,0.208514414
DOCK2,0,0,0,0,0,0.182574186,0.182574186,0,0,0.182574186,0,0,0,0,0.182574186,0,0,0,0.182574186,0,0,0.182574186,0,0,0,0,0,0.182574186,0.182574186,0,0,0,0.182574186,0,0,0,0,0.182574186,0.182574186,0,0.182574186,0.182574186,0.182574186,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0.182574186,0,0,0,0,0.182574186,0,0,0,0.182574186,0,0,0,0.182574186,0,0,0.182574186,0,0,0,0.182574186,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0,0.182574186,0,0,0,0,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0,0.182574186,0.182574186,0,0,0.182574186,0.182574186,0,0,0,0,0,0,0.182574186,0.182574186
TENM1,0,0,0.185695338,0,0,0,0.185695338,0,0,0,0,0,0,0.185695338,0.185695338,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0,0,0,0,0,0,0.185695338,0,0.185695338,0,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0.185695338,0,0.185695338,0.185695338,0.185695338,0,0.185695338,0,0,0,0.185695338,0,0.185695338,0,0,0,0,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185695338,0,0,0,0.185695338,0,0,0,0.185695338,0.185695338,0.185695338,0,0,0,0,0,0,0,0,0.185695338,0,0,0.185695338,0,0,0,0,0,0,0.185695338,0,0.185695338
LAMA1,0,0,0,0.188982237,0,0.188982237,0.188982237,0,0,0.188982237,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0.188982237,0,0,0.188982237,0,0.188982237,0,0.188982237,0,0.188982237,0,0,0,0,0,0,0,0.188982237,0,0.188982237,0,0,0,0.188982237,0,0,0,0,0.188982237,0,0,0,0.188982237,0,0,0.188982237,0.188982237,0,0,0,0,0.188982237,0,0.188982237,0,0.188982237,0,0.188982237,0,0,0,0,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0,0.188982237,0,0.188982237,0,0,0,0,0,0.188982237,0,0,0,0,0,0,0,0,0,0.188982237,0,0.188982237
FAT1,0.19245009,0.19245009,0.19245009,0,0,0,0,0,0,0.19245009,0,0,0,0,0.19245009,0.19245009,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0.19245009,0,0,0,0,0,0.19245009,0.19245009,0,0,0,0.19245009,0,0,0.19245009,0,0,0,0,0,0.19245009,0,0.19245009,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0,0,0,0.19245009,0,0,0,0.19245009,0,0,0,0,0,0,0,0,0,0,0,0.19245009,0,0,0,0.19245009,0,0,0,0,0,0.19245009,0.19245009,0,0,0,0,0,0,0,0.19245009,0,0.19245009,0,0,0,0,0,0.19245009,0,0,0.19245009,0.19245009
